,"NYC Borough, Block and Lot (BBL)",Address 1,City,Postcode
8493,1-02250-0014,585 West 214th Street,New York City,10034
8494,1-02243-0309,98 Park Terrace East,New York City,10034
8495,1-01345-0031,342 East 53rd Street,New York City,10022
8496,1-01324-0009,221 East 50th Street,New York City,10022
8497,1021440042,600 West 178th Street,New York,10033
8498,1010070051,140 West 55th Street,New York,10019
8499,1008920049,156 East 37th Street,New York,10016
8500,1014040041,178 East 70th Street,New York,10021
8501,1013090041,160 East 55th Street,New York,10022
8502,1015020056,26 East 91st Street,New York,10128
8503,1005760076,71 West 12th Street,New York,10011
8504,3002540081,150 Remsen Street,Brooklyn,11201
8505,3-00771-0015,4802 2nd Ave,Brooklyn,11232
8506,3-00796-0001,5101 1st Ave,Brooklyn,11232
8507,2023710023,482 E. 167 St.,Bronx,10456
8508,1022370038,690 Academy Street,New York,10034
8509,3012730001,1003 President Street,Brooklyn,11225
8510,4051347501,42-20 Kissena Boulevard,Queens,11355
8511,7000060005;7000500004,99-32 66 Road,Rego Park,11374
8512,7000060005,99-32 66 Road,Rego Park,11374
8513,7000500004,99-52 66 Road,Rego Park,11374
8514,3-00242-0008,111-113 Montague Street,Brooklyn,11201
8515,4-03644-0030,6505 Central Avenue,Glendale,11385-6201
8516,2023720041,3463 3rd Ave,Bronx,10456
8517,3-00242-0006,115-117 Montague Street,Brooklyn,11201
8518,1-00718-0001,440 West 21 Street,New York,10011
8519,1-00718-1003,177 9th Avenue,New York,10011
8520,2-03307-0012,254 East 202nd Street,Bronx,10458
8521,1-00798-7503,140 West 23rd Street,Manhattan,10011
8522,1-00880-0006,105 East 24th Street,Manhattan,10010
8523,2-04738-0001,3376 Fenton Avenue,Bronx,10469
8524,1-00770-0031,215 West 20th Street,Manhattan,10011
8525,1-01414-0013,227 East 59th Street,Manhattan,10022
8526,1-01492-0056,26-28 East 81st Street,Manhattan,10028
8527,1-00557-0039,80 4th Avenue,Manhattan,10003
8528,4-01282-0185,3706 72 St,Queens,11372
8529,4-00162-0019,43-09 43rd Street,Queens,11104
8530,4-00165-0001,45-59 45th Street,Queens,11377
8531,2-03140-0002,1041 East 179th Street,Bronx,10460
8532,1-01673-7501,327 East 101st Street,Manhattan,10029
8533,1-00769-0053,226 West 20th Street,Manhattan,10011
8534,1-02142-0227,715 West 175th Street,Manhattan,10033
8535,1003090022,49 Ludlow Street,New york,10002
8536,1-00041-7504,70 Pine Street,New York,10005
8537,3-01389-0016,1226 LINCOLN PL,Brooklyn,11213
8538,3-07465-7503,3041 Ocean Ave,Brooklyn,11235
8539,3-00249-7502,166 Montague Street,Brooklyn,11201
8540,1-01735-0008,63 West 137th Street,New York,10037
8541,1-01918-0023,119 West 133rd Street,New York,10030
8542,1-01927-0015,229 West 121st Street,New York,10027
8543,1-01918-0020,123 West 133rd Street,New York,10030
8544,1-01917-0045,132 West 133rd Street,New York,10030
8545,1-01922-0013,235 West 116th Street,New York,10026
8546,1018950069,622 West 114 Street,New York,10025
8547,2-04594-0048,665 Burke Ave.,Bronx,10467
8548,3-04452-7503,516 Vandalia Avenue,Brooklyn,11239
8549,3-07296-0005,1902 East 18th Street,Brooklyn,11229
8550,3-06319-0006,8201 Bay Parkway,Brooklyn,11214
8551,1-01622-0037,1652 Park Avenue,New York,10035
8552,2033280082,3540 Rochambeau Avenue,Bronx,10467
8553,2030790022,2008 Hughes Avenue,Bronx,10457
8554,2028290030,55 East 179th Stree,Bronx,10456
8555,2028260006,1764 Walton Avenue,Bronx,10453
8556,2042710001,1964 Lurting Avenue,Bronx,10461
8557,2033180119,18 East 198th Street,Bronx,10468
8558,2026100065,547 E.168th Street,Bronx,10456
8559,2033050045,2903 Valentine Avenue,Bronx,10458
8560,2028450062,1535 Walton Avenue,Bronx,10452
8561,1-00873-0040,150 East 18th Street,New York,10003
8562,3-06086-0045,373 92 ST,Brooklyn,11209
8563,1-00280-0052,17 Catherine Street,Manhattan,10038
8564,1-00377-7502,259 East 7th Street,Manhattan,10009
8565,4-01259-0041,34-57 72nd Street,Queens,11372
8566,4-01286-0058,3750 76 St,Queens,11372
8567,4-01496-0056,4141 76 St,Queens,11373
8568,4-01495-0052,4144 76 St,Queens,11373
8569,4-01327-0008,4147 56 St,Queens,11377
8570,4-01569-0001,89-10 Whitney Avenue,Queens,11373
8571,1-00940-0048,320 East 35th Street,New York City,10016
8572,3-01063-0026,220 Berkeley Place,Brooklyn,11217
8573,1-02180-0057,45 Overlook Terrace,New York City,10033
8574,1-01468-0041,402 East 74th Street,New York City,10021
8575,1-00576-7503,8 West 13th Street,New York City,10011
8576,2033190098,2905 Grand Concourse,Bronx,10468
8577,2033090100,3044 Valentine Ave,Bronx,10458
8578,3066100055,1679 East 3 st,Brooklyn,11230
8579,3067680054,1695 East 21 St,Brooklyn,11210
8580,3087140020,2991 BRIGHTON 13 St,Brooklyn,11235
8581,3087090090,3000 BRIGHTON 12 St,Brooklyn,11235
8582,3065610030,2453 64 st,Brooklyn,11204
8583,3068170030,1860 east 12 street,Brooklyn,11229
8584,3068210222,1836 east 18 street,Brooklyn,11229
8585,3067700001,2302 Ave o,Brooklyn,11210
8586,3-00109-0001,1 Duffield Street,Brooklyn,11201
8587,4-00184-0014,41-19 41ST STREET,SUNNYSIDE,11104
8588,2039870058,1506 Overing Street Bronx NY 10461,Ardsley,10502
8589,3-01965-0042,324   GRAND AV,Brooklyn,11238
8590,2-03225-0010,2264 Loring Place North,Bronx,10468
8591,3086820048,9-21 Brighton 1st Road,Brooklyn,11235
8592,4-01299-0010,4035 67th ST,Queens,11377
8593,4-03171-0019,100-26 67th Road,Queens,11375
8594,4-04769-0001,25-11 Union Street,Queens,11354
8595,3-05426-0045,225 Foster Ave,Brooklyn,11230
8596,1-02238-0007,15-19 Cooper Street,New York,10034
8597,1-02217-0009,17 Post Avenue,Manhattan,10034
8598,3-00147-0002,365 Jay St,Brooklyn,11201
8599,1-02241-0042,677 West 204th Street,New York,10034
8600,2-02568-0009,680 East 140th Street,Bronx,10454
8601,2-02732-0021,850 Southern Boulevard,Bronx,10459
8602,1-00609-0065,141 West 13th Street,Manhattan,10011
8603,4-05181-0048,142-41 Franklin Avenue,Queens,11355
8604,1-01496-0006,3 East 84th Street,Manhattan,10028
8605,4-02137-0027,6812 Yellowstone Blvd,Queens,11375
8606,2-03778-0024,1250 Morrison Avenue,Bronx,10472
8607,2-02303-0016,352 East 141st Street,Bronx,10454
8608,3066200001,100 Avenue P,Brooklyn,11204
8609,3010790040,70 Prospect Park West,Brooklyn,11215
8610,4014550065,94-26 34th Road,jackson heights,11372
8611,4051850014,140-18 ash ave.,flushing,11355
8612,1-02172-0120,610 West 196th street,New York,10040
8613,3010830038,86 Prospect Pk West,Brooklyn,11215
8614,1-02137-0046,c/o SDG Management Corp.,New York,10106
8615,3059130012,920 72 ST,Brooklyn,11228
8616,2043170100,2190 Bolton Street,bronx,10462
8617,1-01510-0015,131 E 81st Street,New York,10028
8618,3-01734-7503,689 Myrtle Avenue,Brooklyn,11205
8619,1-01046-0023,315 West 55th Street,New York,10019
8620,1-01496-0065,10 East 85th Street,New York,10028
8621,1-01064-7501,445 West 54th Street,New York,10019
8622,1-00487-0001,59 Wooster Street,New York,10014
8623,1-00802-7501,144 West 27th Street,New York,10001
8624,3-05246-0001,2515 Glenwood Road,Brooklyn,11210
8625,3-01131-7501,35 Underhill Avenue,Brooklyn,11238
8626,3-05377-0043,811 CORTELYOU RD,Brooklyn,11218
8627,4-01505-7501,4035 Ithaca Street,Elmhurst,11373
8628,3-03384-0006,246 Cornelia Street,Brooklyn,11221
8629,1-01828-7506,261 W 112th Street,New York,10026
8630,4-03333-0016,84-51 Beverly Road,Kew Gardens,11415
8631,1-01207-0016,33 W 93rd Street,New York,10025
8632,2-02474-0001,811 Walton Avenue,Bronx,10451
8633,1-00134-7505,25 Murray Street,New York,10007
8634,1-02007-7501,555 Lenox Avenue,New York,10037
8635,3-06802-0036,2234 Ocean Avenue,Brooklyn,11229
8636,3-01065-0031,78 8th Avenue,Brooklyn,11215
8637,4-00704-0022,34-05 44th Street,Long Island City,11101
8638,1-01638-7501,161 E 110th Street,New York,10029
8639,3-02013-7503,545 Washington Avenue,Brooklyn,11238
8640,1-01959-7501,300 W 135th Street,New York,10030
8641,3-02773-7503,1 Powers Street,Brooklyn,11211
8642,1-01540-7502,212 E 95th Street,New York,10128
8643,3-01992-7501,82 Irving Place,Brooklyn,11238
8644,2-02472-0011,1075 Grand Concourse,Bronx,10452
8645,2-02878-0061,1641 Andrews Avenue South,Bronx,10453
8646,2-03216-0052,2001 University Ave,Bronx,10453
8647,2-02429-0034,1109 Clay Ave,New York,10456
8648,2-03196-0010,30 Buchanan Pl,Bronx,10453
8649,2-03777-0040,1265 Morrison Avenue,Bronx,10472
8650,2-03777-0035,1268 Stratford Avenue,Bronx,10472
8651,2-02532-0020,1350 Doctor Martin Luther King Junior Boulevard,Bronx,10452
8652,2-03866-0005,1585 East 172nd Street,Bronx,10472
8653,2-03866-0001,1589 East 172nd Street,Bronx,10472
8654,2-02876-0087,1636 University Avenue,Bronx,10453
8655,2-02876-0088,1640 University Avenue,Bronx,10453
8656,2-02876-0014,100 West 174th Street,Bronx,10453
8657,2-03743-0050,1167 Stratford Avenue,Bronx,10472
8658,4-09249-0040,84-70 129th Street,Kew Gardens,11415
8659,1-01836-0037,4 West 101st Street,New York,10025
8660,1006047501,130 Barrow Street,New York,10014
8661,1-01888-7501,318 W 100th Street,New York,10025
8662,1-02111-7501,456 West 167th Street,New York,10032
8663,1-00106-7504,264 Water Street,New York,10038
8664,1-01616-0049,64 East 111th Street,New York,10029
8665,3-05048-0034,80 Winthrop Street,Brooklyn,11225
8666,1-01239-7501,640 West End Ave,New York,10024
8667,4-00570-7501,23-23 31st Ave,Queens,11106
8668,1-01497-0007,7 East 85th Street,New York,10028
8669,1-00832-0032,11 West 30th Street,New York,10001
8670,1-00179-0017,90 Hudson Street,New York,10013
8671,3-06701-0047,1710 AVENUE H,Brooklyn,11230
8672,1-01681-7502,342 East 110th Street,New York,10029
8673,1-01726-0037,2094 5th Avenue,New York,10035
8674,1-00474-7504,473 Broadway,New York,10012
8675,1-00474-7505,475 Broadway,New York,10013
8676,4-01254-0012,3315 81st Street,Jackson Heights,11372
8677,3-02719-7501,450 Manhattan Avenue,Brooklyn,11222
8678,5-02452-7503,145 Wellington Court,Staten Island,10314
8679,2-02453-0081,1259 Grant Avenue,Bronx,10456
8680,2-02453-0068,1275 Grant Avenue,Bronx,10456
8681,2-02872-0054,1400 Jesup Avenue,Bronx,10452
8682,1-02054-0036,18 Saint Nicholas Place,Manhattan,10031
8683,2-04124-0012,1855 Bogart Avenue,Bronx,10462
8684,1-02109-0070,2 Jumel Terrace,Manhattan,10032
8685,1-01725-0033,2060 5th Avenue,Manhattan,10027
8686,2-03343-0155,300 Reservoir Place,Bronx,10467
8687,2-03297-0049,2929 Briggs Avenue,Bronx,10458
8688,2-03744-0070,1154 Stratford Avenue,Bronx,10472
8689,2-03776-0040,1584 East 172nd Street,Bronx,10472
8690,2-03149-0121,2170-2172 Ryer Avenue,Bronx,10457
8691,2-03317-0051,2693 Morris Avenue,Bronx,10468
8692,2-03249-0186,2766 Sedgwick Avenue,Bronx,10468
8693,2-03158-0022,2274 Grand Concourse,Bronx,10457
8694,4-08854-0067,8605 Forest Pkwy,Queens,11421
8695,1-01925-0013,180 Saint Nicholas Avenue,Manhattan,10026
8696,2-05725-7501,2600 Henry Hudson Parkway East,Bronx,10463
8697,2-02600-0131,488-500 Southern Boulevard,Bronx,10455
8698,1-01944-0010,353 West 117th Street,Manhattan,10026
8699,2-02609-0051,1165 Fulton Avenue,Bronx,10456
8700,1-01717-0069,86 West 119th Street,New York,10026
8701,3-06102-0006,9205 Ridge Blvd.,Brooklyn,11209
8702,1-01071-0001,560 West 43rd Street,New York,10036
8703,2-02763-0233,735 Bryant Ave,Bronx,10474
8704,3067710031,2424 Kings Highway,Brooklyn,11229
8705,3/00292/0016,174 Pacific Street,Brooklyn,11201
8706,3002500028,172 Montague Street,Brooklyn,11201
8707,3019537503,339 Greene Ave,Brooklyn,11238
8708,3020117501,525 Clinton Ave,Brooklyn,11238
8709,1020860024,605 W 137th Street,New York,10031
8710,1020860020,607 W 137th Street,New York,10031
8711,1020860016,609 W 137th Street,New York,10031
8712,2-03115-0021,2475 Southern Boulevard,New York,10458
8713,2-03115-0005,2405 Southern Boulevard,Bronx,10458
8714,2-03114-0052,2375 Southern Boulevard,Bronx,10460
8715,2-05856-0378,6485-95 Broadway,Bronx,10471
8716,1-00820-7501,140 Fifth Avenue,New York,10011
8717,3-01177-0029,804 CLASSON AVE,Brooklyn,11238
8718,3-07441-0255,2939 Ocean Avenue,Brooklyn,11235
8719,1-02136-0040,656 West 160th Street,Manhattan,10032
8720,1-02136-0052,21 Fort Washington Avenue,Manhattan,10032
8721,1-01717-0002,162-168 Lenox Avenue,Manhattan,10026
8722,1-01756-0056,2090 Madison Avenue,Manhattan,10037
8723,2043370064,620 Reiss Place,Bronx,10467
8724,2043370064,620 Reiss Place,Bronx,10467
8725,2031470026,2395 Tiebout Avenue,Bronx,10458
8726,3-05122-0018,146 East 19th Street,Brooklyn,11226
8727,3-01266-0047,1115 Union Street,Brooklyn,11225
8728,3-05122-0041,1803 Beverley Road,Brooklyn,11226
8729,3-08685-0076,219 Brightwater Court,Brooklyn,11235
8730,3-08685-0070,231 Brightwater Court,Brooklyn,11235
8731,3-05149-0001,287 East 18th Street,Brooklyn,11226
8732,3-08683-0075,3100 Brighton 2nd Street,Brooklyn,11235
8733,3021320030,143 S 8th St,Brooklyn,11211
8734,3050770001,1600 Caton Ave.,Brooklyn,11230
8735,2028360012,1555 Grand Concourse,Bronx,10452
8736,1008480059,20-24 E. 20 St.,New York,10003-1316
8737,4-04958-7502,135-17 Northern Blvd.,Flushing,11354
8738,3-01902-0001;3-01902-0022;3-01901-0001,165-210 Clinton Ave,Brooklyn,11205
8739,3-01944-0004;3-01930-0001,325-365 Clinton Ave,Brooklyn,11238
8740,1-00798-0066,144 West 23rd Street,Manhattan,10011
8741,1-00797-0074,160 West 22nd Street,Manhattan,10011
8742,1-01437-0045,316 East 63rd Street,Manhattan,10065
8743,3053750082,349 Ocean Parkway,Brooklyn,11218
8744,3/06765/0035,1576 East 19th Street,Brooklyn,11230
8745,3/06825/0016,2282 Ocean Avenue,Brooklyn,11229
8746,3/06799/0074,1745 East 16th Street,Brooklyn,11229
8747,3/06553/0006,2202 64th Street,Brooklyn,11204
8748,2-03221-0017,1928 Loring Pl S,BRONX,10453
8749,3087150073,3045 Brighton 12 Street,Brooklyn,11235
8750,3-07405-0058,2753 Ocean Avenue,Brooklyn,11229
8751,4-06233-0034,3824 213th St,Bayside,11361
8752,1014380014,329 East 63rd Street,New York,10065
8753,1015270020,241 East 81st Street,New York,10028
8754,1015490038,338 East 87th Street,New York,10128
8755,4004157502,41-23 Crescent Street,Long Island City,11101
8756,3050837502,2114 BEDFORD AVE,Brooklyn,11226
8757,4004150020,41-07 Crescent Street,Long Island City,11101
8758,4003677501,37-10 Crescent Street,Brooklyn,11101
8759,3-03238-7501,101 Wyckoff Avenue,Brooklyn,11237
8760,3011460046,313 St Marks Ave,Brooklyn,11238
8761,1-01203-7502,291 Central Park West,Manhattan,10024
8762,3033287501,358 Grove Street,Brooklyn,11237
8763,1-00768-0059,250 West 19th Street,Manhattan,10011
8764,1-00754-0031,309 West 30th Street,Manhattan,10001
8765,1-00861-0027,31 East 31st Street,Manhattan,10016
8766,1-00754-0019,337 West 30th Street,Manhattan,10001
8767,1-00754-0016,345 West 30th Street,Manhattan,10001
8768,1-00716-0055,434 West 19th Street,Manhattan,10011
8769,1-00798-7507,124 West 23rd Street,New york,10011
8770,2028410010,16 Elliot Place Bronx 10452,Bronx,10452
8771,1-02149-0056,24-36 Laurel Hill Terrace,new york,10036
8772,3-02338-0023,64 Havemeyer Street,Brooklyn,11211
8773,2032250128,"2315 Andrews Avenue North,",Bronx,10468
8774,2031840005,2386 Walton Avenue,Bronx,10468
8775,1012270061,412 West End Avenue,New York,10024
8776,2031830007,"2310 Walton Avenue,",Bronx,10468
8777,2032070058,"2181 Grand Ave,",Bronx,10453
8778,2033430170,272 East Gun Hill Road,Bronx,10467
8779,1-01594-0012,35 Central Park North,New York,10026
8780,4-00592-0008,30-47 29 Street,Long Island City,11102
8781,2-02953-0048,1809 MARMION AVENUE,BRONX,10460
8782,3-01176-0054,347 LINCOLN PLACE,BROOKLYN,11238
8783,3-05054-0011,188 PARKSIDE AVENUE,BROOKLYN,11226
8784,2-03154-0068,2538 VALENTINE AVENUE,BRONX,10458
8785,2-03198-0110,15 EVELYN PLACE,BRONX,10468
8786,2-02479-0005,1166 GERARD AVENUE,BRONX,10452
8787,2-03237-0097,160 WEST KINGSBRIDGE ROAD,BRONX,10463
8788,2-03256-0172,3004 HEATH AVENUE,BRONX,10463
8789,2-03213-0085,2487 GRAND AVENUE,BRONX,10468
8790,2-03213-0080,2497 GRAND AVENUE,BRONX,10468
8791,2-02624-0084,643 CAULDWELL AVENUE,BRONX,10455
8792,2-02624-0082,647 CAULDWELL AVENUE,BRONX,10455
8793,2-02867-0155,1765 DAVIDSON AVENUE,BRONX,10453
8794,1-02170-0344,64 WADSWORTH TERRACE,NEW YORK,10040
8795,3-03694-0009,219 SACKMAN ST,BROOKLYN,11212
8796,3-07321-0051,2075 EAST 16TH STREET,BROOKLYN,11229
8797,1-01727-0006,55 WEST 129TH STREET,NEW YORK,10027
8798,2-02526-0078,1065 SUMMIT AVENUE,BRONX,10452
8799,2-03248-0166,2737-39 WEBB AVENUE,BRONX,10468
8800,1-02032-0019,211 WEST 146TH STREET,NEW YORK,10039
8801,1-01913-0061,166 WEST 129TH STREET,NEW YORK,11226
8802,2-03068-0093,620 EAST 178TH STREET,BRONX,10457
8803,2-03172-0032,2315 CRESTON AVE,BRONX,10468
8804,2-03209-0065,55 EVELYN PLACE,BRONX,10468
8805,2-02763-0162,1291-1295 SPOFFORD AVE,BRONX,10474
8806,3-02734-7502,410 Manhattan Avenue,Brooklyn,11211
8807,4002680001,44-28 Purves Street,Long Island City,11101
8808,1015520006,307 east 89th street,New York,10128
8809,3070890001,710 Avenue S,Brooklyn,11223
8810,3010540010,593 6th Ave,Brooklyn,11215
8811,3050620064,2023 Caton Avenue,Brooklyn,11226
8812,2-03319-0040,2876 Jerome Avenue,Bronx,10468
8813,3054620032,1958 50th Street,Brooklyn,11204
8814,3056140019,1042 45th Street,Brooklyn,11219
8815,3056140014,1020 45th Street,Brooklyn,11219
8816,2033140051,2701 Grand Concourse,Bronx,10468
8817,2027970025,1790 Weeks Ave,Bronx,10457
8818,2-02720-0001,1015 Legget Avenue,Bronx,10455
8819,2038010001,2010 Powell Ave,Bronx,10472
8820,2028290001,1970 Walton Ave,Bronx,10453
8821,2031680011,2600 Creston Ave,Bronx,10468
8822,2-03173-0020,2430 Morris Avenue,Bronx,10468
8823,2025770038,480 Concord Ave,Bronx,10455
8824,2-03184-0071,2395 Morris Avenue,Bronx,10468
8825,2031490118,253 E 181st Street,Bronx,10457
8826,2026740027,594 Union Ave,Bronx,10455
8827,3-05045-0038,78 Hawthorne Street,Brooklyn,11225
8828,2033240023,55 W Mosholu Pkwy N,Bronx,10467
8829,1021370052,56 Fort Washington Ave,New York,10032
8830,3-05063-0023,21 East 21st Street,Brooklyn,11226
8831,1020320013,225 W 146th Street,New York,10039
8832,1020320010,235 W 146th Street,New York,10039
8833,1021360075,25 Fort Washington Ave,New York,10032
8834,1021630044,"4240 Broadway, New York",New York,10033
8835,3056060025,1454 43rd Street,Brooklyn,11219
8836,3056740001,5423 Fort Hamilton Pkwy,Brooklyn,11219
8837,1020950023,611 W 148th Street,New York,10031
8838,1-00402-7503,100 Avenue A,NY,10009
8839,1-00172-0001,366 Broadway,NY,10013
8840,4-03165-0062,6725 Clyde St,Queens,11375
8841,2-02613-0036,1115 Boston Road,Bronx,10456
8842,2-03249-0088,116 West 197 Street,Bronx,10468
8843,3-04621-0031,180 East 52 Street,Brooklyn,11203
8844,4-00423-0005,42-15 Crescent Street,Queens,11101
8845,3-02522-0016,130Green St,Brooklyn,11222
8846,3-05063-0017,31 East 21 Street,Brooklyn,11226
8847,3-02313-0013,225 13 St,Brooklyn,11215
8848,3-01179-0047,135 Eastern Parkway,Brooklyn,11238
8849,1-01120-0017,17 West 67th St,NY,10023
8850,3-01314-0050,215 Sterling Street,Brooklyn,11225
8851,1-00135-7501,261 Broadway,New York,10007
8852,1-02142-0097,643 West 172nd Street,New York,10032
8853,1-02142-0063,633 West  171st Street,New York,10032
8854,4-02252-0010,11220 72 Dr,Queens,11375
8855,3-02061-7502,180 Myrtle Ave,Brooklyn,11201
8856,3-01327-0013,50 Lefferts Ave,Brooklyn,11255
8857,1-00175-7504,90 Franklin Street,NY,10014
8858,3-01974-7501,313 Gates Ave,Brooklyn,11216
8859,1-01186-0083,393 West End Avenue,Brooklyn,11205
8860,2-02794-0049,1701 Eastburn Avenue,Bronx,10457
8861,2-03060-0021,1925 Monterey Avenue,Bronx,10457
8862,4015070005,81-14 BAXTER AVE,ELMHURST,11373
8863,2025100006,1200 Woodycrest Avenue,Bronx,10452
8864,4012180006,37-75 63rd ST,WOODSIDE,11377
8865,4-01570-0008,8820 Whitney Ave,Queens,11373
8866,5-00490-0004,533 BAY ST,Staten Island,10304
8867,4-10155-7501,9261 165 ST,Queens,11433
8868,5-00955-0075,460 Brielle Ave,Staten Island,10314
8869,5-03157-0001,1950 CLOVE RD,Staten Island,10304
8870,4-15950-7501,3411 BEACH CHANNEL DR,FAR ROCKWY,11691
8871,3001080012,180 Nassau Street,Brooklyn,11201
8872,2-05799-0073,3601 Johnson Avenue,Bronx,10463
8873,4-03341-0037,111-45 76 Drive,Queens,11375
8874,3-03794-0028,603 MOTHER GASTON BLV,BROOKLYN,11212
8875,3-01239-0001,1469 BEDFORD AVENUE,BROOKLYN,11216
8876,2-02926-0008,3716 THIRD AVENUE,BRONX,10456
8877,3-00565-0001,165 CONOVER STREET,BROOKLYN,11231
8878,3-01247-0011,792 STERLING PLACE,BROOKLYN,11216
8879,1021610009,573  W 191 ST,New York,10040
8880,3-06800-0057,1781 East 18th Street,Brooklyn,11229
8881,4-00205-0015,39-40 Greenpoint Avenue,Queens,11104
8882,2026097501,3462 3rd Avenue,Bronx,10456
8883,1015320031,242 East 87th Street,New York,10128
8884,1008810047,160 East 26th Street,New York,10010
8885,2031820008,2256 Walton Ave.,Bronx,10453
8886,2-02847-0069,1605 Walton Ave,Bronx,10468
8887,3-04968-0025,3405 Newkirk Ave,Brooklyn,11203
8888,2028100013,214 East 179th St.,Bronx,10457
8889,2031570017,2180 Anthony Ave.,Bronx,10457
8890,2025240018,935 Ogden Ave.,Bronx,10452
8891,2031020039,2357 Prospect Ave.,Bronx,10458
8892,4-05059-0001,150-15 Sanford Avenue,Flushing,11355
8893,2-03183-0064,2319 Morris Avenue,Bronx,10468
8894,1014860001,501 East 74th Street,NEW YORK,10021
8895,4-01216-7502,6109 39th Avenue,Woodside,11377
8896,2-03146-0029,2350 Valentine Avenue,Bronx,10458
8897,2-03196-0093,2254 Davidson Avenue,Bronx,10453
8898,2-03178-0050,2075 Morris Avenue,Bronx,10453
8899,3-04692-0003,1092 Willmohr Street,Brooklyn,11212
8900,2-02623-0188,626 Trinity Avenue,Bronx,10455
8901,2-02623-0205,625 - 629 Jackson Ave,Bronx,10455
8902,2-05403-0025,3321 Bruckner Blvd,Bronx,10461
8903,4-05182-0062,140-25 Ash Avenue,Flushing,11355
8904,1-00509-0027,285 Mott Street,New York,10012
8905,3021077501,590 Fulton Street,Brooklyn,11217
8906,3-04516-7501,901-903 Drew Street,Brooklyn,11208
8907,2-02488-0041,1165 Gerard Ave,Bronx,10452
8908,2-02804-0001,1872 Monroe Ave,Bronx,10457
8909,3-06124-0028,150 Marine Avenue,Brooklyn,11209
8910,1-02180-0096,21 Bennett Av.,New York,10033
8911,1005100037,292 Lafayette Street,New York,10012
8912,2-03149-0084,2108 Ryer Ave,Bronx,10457
8913,3053580063,315 Ocean Parkway,Brooklyn,11218
8914,3053760076,465 East 7th Street,Brooklyn,11218
8915,3-02206-0007,178 Hooper St,Brooklyn,11211
8916,3-01293-7501,555 Crown St,Brooklyn,11213
8917,2-02509-0006,1072 Woodycrest Ave,Bronx,10452
8918,3-06729-0001,1819 Ave L,Brooklyn,11230
8919,3053300024,217-227 EAST 7TH STREET,Brooklyn,11218
8920,3075540056,724 East 27th Street,Brooklyn,11210
8921,3050430066,181 Hawthorne Street,Brooklyn,11225
8922,3050260039,115 Ocean Ave,Brooklyn,11225
8923,3050260178,1 CHESTER COURT,Brooklyn,11225
8924,3050770006,1620 Caton Ave,Brooklyn,11226
8925,3053290068,175 Ocean Parkway,Brooklyn,11218
8926,1021800077,10 Bennett Ave,New York,10033
8927,3087150051,1080 Oceanview Ave,Brooklyn,11235
8928,2-02955-0040,805 Fairmount Place,Bronx,10460
8929,2-02950-0030,709-715 Fairmount Place,Bronx,10457
8930,3-05185-0059,557 East 21st Street,Brooklyn,11226
8931,2-03107-0036,1967 MARMION AVE,Bronx,10460
8932,3-05419-0011,78 Webster Ave,Brooklyn,11230
8933,2038700028,1670 East 174th Street,Bronx,10472
8934,2028770166,1590 UNDERCLIFF AVE,Bronx,10453
8935,2028320030,1454 GRAND CONCOURSE,Bronx,10457
8936,2031970023,2290 DAVIDSON AVE,Bronx,10468
8937,2031700021,2200 MORRIS AVE,Bronx,10453
8938,2-03170-0027,100 East 182nd Street,Bronx,10453
8939,2-03195-0016,38 West 182nd Street,Bronx,10453
8940,3046670046,435 East 92nd Street,Brooklyn,11212
8941,3-01362-0050,151 Rochester Ave,Brooklyn,11213
8942,3-01535-0014,330 MacDougal St,Brooklyn,11213
8943,2-03355-0121,3349 Webster Ave,Bronx,10467
8944,3-01429-0156,805 East New York Ave,Brooklyn,11203
8945,3-01354-0030,1552 Bergen St,Brooklyn,11213
8946,2-03152-0029,2385 Valentine Avenue,Bronx,10458
8947,2-03294-0030,2690-2694-2698 Briggs Avenue,Bronx,10458
8948,2-03206-0022,56-58 West 180th Street,Bronx,10453
8949,2031980055,2344 Davidson Avenue,Bronx,10468
8950,2027500022,1208-1212 WESTCHESTER AVE,Bronx,10459
8951,2033260064,3320 KOSSUTH AVE,bronx,10467
8952,2024790036,1173-1175 WALTON AVE,Bronx,10452
8953,2024780046,1097-1099 WALTON AVE,Bronx,10452
8954,2-03172-0008,2314 Morris Ave,Bronx,10468
8955,2-03209-0045,2333 Grand Ave,Bronx,10468
8956,2-03293-0039,2600 Briggs Ave,Bronx,10458
8957,2-03197-0009,2285 Davidson Ave,Bronx,10468
8958,2-03225-0022,2295 Andrews Ave,Bronx,10468
8959,2-03179-0047,2085 Walton Ave,Bronx,10453
8960,2-03038-0055,450 E 184th St,Bronx,10458
8961,2-03213-0014,2432 University Ave,Bronx,10468
8962,2-03183-0037,2356 Walton Avenue,Bronx,10468
8963,2028270053,1881 MORRIS AVE,Bronx,10453
8964,2-03182-0004,2240 Walton Ave,Bronx,10453
8965,2028440065,1453-55 Walton Avenue,Bronx,10452
8966,2-03182-0019,2270 Walton Ave,Bronx,10453
8967,3014800023,1024 Gates Ave,Brooklyn,11221
8968,2-03152-0003,2380 Ryer Ave,Bronx,10458
8969,2039090081,1230 EAST TREMONT AVENUE,Bronx,10469
8970,1-00568-0026,15 East 10th Street,New York,10003
8971,1-01214-0008,165 West 83rd Street,New York,10025
8972,2-02826-0072,1815 Grand Concourse,Bronx,10453
8973,4-00573-0046,27-10 Astoria Blvd,Astoria,11102
