,"NYC Borough, Block and Lot (BBL)",Address 1,City,Postcode
2044,3-08718-0052,1159 Brighton Beach Avenue,Brooklyn,11235
2045,3-06541-0027,1250 Ocean Parkway,Brooklyn,11230
2046,3-05454-0045,4910 17th Avenue,Brooklyn,11204
2047,2-03290-0014,2786 Bainbridge Ave,Bronx,10458
2048,2-03807-0048,2165 Chatterton Ave,Bronx,10472
2049,3-08692-0010,3109 Brighton 7th Street,Brooklyn,11235
2050,2-03319-0064,5 Minerva Place,Bronx,10468
2051,3-05495-1014,1180 Ocean Parkway,Brooklyn,11230
2052,2039250018,1565 Thieriot Ave,Bronx,10460
2053,1-01561-0001,401 East 81st Street,New York,10028
2054,2-05745-7501,2521 Palisade Avenue,Bronx,10463
2055,4-05740-0139,17-08 166th St,Queens,11357
2056,4-04756-0001,160-16 16th Ave,Queens,11357
2057,4081780008,241-20 Northern Blvd,Douglaston,11363
2058,4081070024,43-25 Douglaston Parkway,Douglaston,11363
2059,4033230001,115-25 Metropolitan Ave,Kew Gardens,11418
2060,3072370002,2775 Shore Pkwy,Brooklyn,11223
2061,3072370002,2775 Shore Pkwy,Brooklyn,11223
2062,3072370002,2795 Shore Pkwy,Brooklyn,11223
2063,3072370002,2795 Shore Pkwy,Brooklyn,11223
2064,3072380002,9 Murdock Ct,Brooklyn,11223
2065,3072380002,9 Murdock Ct,Brooklyn,11223
2066,3072380002,29 Murdock Ct,Brooklyn,11223
2067,3072380002,29 Murdock Ct,Brooklyn,11223
2068,3072380002,49 Murdock Ct.,Brooklyn,11223
2069,3072380002,49 Murdock Ct.,Brooklyn,11223
2070,3072340150,2661 West 2 St.,Brooklyn,11223
2071,3072340150,2661 West 2 St.,Brooklyn,11223
2072,3072140039,621 Ave. Z,Brooklyn,11223
2073,3072140039,621 Ave. Z,Brooklyn,11223
2074,3072160038,675 Ave. Z,Brooklyn,11223
2075,3072160038,675 Ave. Z,Brooklyn,11223
2076,4-08892-0050,8630 98 St,Queens,11421
2077,2-05787-0148,3260 Netherland Avenue,Bronx,10463
2078,4005790055,2540 31st Ave,Astoria,11106
2079,1021790070,100 Cabrini Boulevard,New York,10033
2080,1021790070,100 Cabrini Boulevard,New York,10033
2081,1021790066,106 Cabrini Boulevard,New York,10033
2082,1021790066,106 Cabrini Boulevard,New York,10033
2083,4050030028,144-50 35th Avenue,Flushing,11354
2084,4050030028,144-50 35th Avenue,Flushing,11354
2085,3067650028,1558 East 19th Street,Brooklyn,11230
2086,3067650028,1558 East 19th Street,Brooklyn,11230
2087,4014550041,34-15 94th Street,Jackson Heights,11372
2088,4014550041,34-15 94th Street,Jackson Heights,11372
2089,2033560120,3502 Hull Avenue,Bronx,10467
2090,2033560120,3502 Hull Avenue,Bronx,10467
2091,1021320032,508 West 178th Street,New York,10033
2092,1021320032,508 West 178th Street,New York,10033
2093,4096790200,90-23 149th Street,Jamaica,11435
2094,4096790200,90-23 149th Street,Jamaica,11435
2095,3-04434-0075,99 VANDALIA AVE,Brooklyn,11239
2096,2-05743-0203,2550 Independence Ave,Bronx,10463
2097,2-05745-0012,2727 Palisade Ave,Beonx,10463
2098,2-05726-0673,2750 Johnson Ave,Bronx,10463
2099,3-04431-0070,1180 PENNSYLVANIA AVE,Brooklyn,11239
2100,2-05748-0500,3001 Henry Hudson Pkwy,Bronx,10463
2101,2-05738-0353,3017 Riverdale Avenue,Bronx,10463
2102,2-05787-0130,3200 Netherland Ave,Bronx,10463
2103,2-05789-0059,3215 Arlington Ave,Bronx,10463
2104,1-00482-7502,210 Lafayette Street,New York,10012
2105,1-01519-7501,181 E 90 St,New York,10128
2106,2-03343-0260,3400 Wayne Ave,Bronx,10467
2107,1-00064-0008,55 Liberty Street,New York,10005
2108,1-00561-7502,28 E. 10th Street,New York,10003
2109,1-00569-0001,43 Fifth Ave,New York,10003
2110,1-02248-0001,91 Payson Avenue,New York,10034
2111,1-01438-0006,305 East 63rd Street,New York,10065
2112,1-01438-0006,305 East 63rd Street,New York,10065
2113,1-00188-7502,62 Beach Street,New York,10013
2114,1-01562-7501,450 East 83rd Street,New York,10028
2115,1-01893-0001,360 Riverside Drive,New York,10025
2116,1-02126-0001,565 West 169th Street,New York,10032
2117,1-01889-7501,825 West End Ave.,Manhattan,10025
2118,2-05920-0653,3671 Hudson Manor Terrace,Bronx,10463
2119,2-05770-0069,3636 Greystone Ave,Bronx,10463
2120,1-00905-0026,245 East 24 St,New York,10010
2121,1-02180-0069,44 Bennett Avenue,New York,10033
2122,2-05796-0135,3656 Johnson Ave,Bronx,10463
2123,1-01472-0014,435 E 77th Street,New York,10075
2124,2-05836-3250,5235 Post Road,Bronx,10471
2125,2-05919-0436,3777 Independence Ave,Bronx,10463
2126,4-03276-0024,1 ASCAN AVE,QUEENS,11375
2127,3-07398-0002,2299 EAST 13 ST,BROOKLYN,11229
2128,4-01497-0023,4150 78 ST,QUEENS,11373
2129,4-09209-0055,11525 84 AVE,QUEENS,11418
2130,2-05907-0352,3800 Independence Ave,Bronx,10463
2131,2-05920-0500,3901 Independence Ave,Bronx,10463
2132,2039447501,1601 Metropolitan Avenue,New York,10462
2133,4-02144-0020,10555 62 DR,QUEENS,11375
2134,2039447501,2200 E. Tremont Avenue,New York,10462
2135,2039447501,1705 Purdy Street,New York,10462
2136,2039447501,2090 E. Tremont Avenue,New York,10462
2137,3-07397-0001,1075 SHEEPSHEAD BAY RD,BROOKLYN,11229
2138,2039627501,1718 Purdy St.,New York,10462
2139,4-02100-0029,98 50 63rd Drive,Queens,11375
2140,2-03398-0044,4380 Vireo Avenue,Bronx,10470
2141,2-05845-1863,5425 Valles Ave,Bronx,10471
2142,2-05887-1348,6200 Riverdale Ave,Bronx,10471
2143,4-02100-0015,98-19 64th Avenue,Queens,11374
2144,4-02100-0021,98 33 64th Avenue,Queens,11374
2145,4-02101-0024,98 40 64th Avenue,Queens,11374
2146,1-01142-0048,140 W 71 Street,New York,10023
2147,1-02179-0005,"1380 Riverside Drive, 1384 Riverside Drive",New York,10033
2148,1-01351-0001,300 E 59 St,New York,10022
2149,1-00143-0004,55 Hudson St,New York,10013
2150,1-01138-7501,150 Columbus Ave,New York,10023
2151,1-00636-0022,165 Christopher St,Manhattan,10014
2152,3060690013,8829 Ft. Hamilton Pkwy,Brooklyn,11209
2153,1-02109-0034,"555 Edgecombe Ave, 400 W160th St.",New York,10032
2154,2039447501,1564 Unionport Road,New York,10462
2155,2039447501,1515 Metropolitan Avenue,New York,10462
2156,2039447501,1561 Metropolitan Avenue,New York,10462
2157,2039447501,1501 Metropolitan Avenue,New York,10462
2158,2039447501,1591 Metropolitan Avenue,New York,10462
2159,2039447501,1 Metropolitan Oval,New York,10462
2160,2039447501,2140 E. Tremont Avenue,New York,10462
2161,2039447501,7 Metropolitan Oval,New York,10462
2162,2039447501,1594 Unionport Road,New York,10462
2163,2039447501,1936 E. Tremont Avenue,New York,10462
2164,2039447501,1950 E. Tremont Avenue,New York,10462
2165,3-05591-0033,4112 FT HAMILTON PKWY,Brooklyn,11219
2166,3-05666-0001,5313 9 AVE,Brooklyn,11220
2167,3-06750-0050,1215 AVENUE O,Brooklyn,11230
2168,3-00451-0025,41 1 ST,Brooklyn,11231
2169,4-00568-0012,31-41 23rd Street,Queens,11106
2170,2-03282-0007,2640 Marion Avenue,Bronx,10458
2171,4-00884-0012,25-63 22nd Street,Queens,11102
2172,1-01460-0022,1221 York Avenue,New York,10065
2173,3-03303-0001,411 Bleecker Street,Brooklyn,11237
2174,3-00236-7502,55 Pierrepont Street,Brooklyn,11201
2175,3-01109-0001,1615 8 AVE,Brooklyn,11215
2176,1010300046,222 Central Park South,New York,10019
2177,3-01171-0019,60 Plaza Street,Brooklyn,11238
2178,4-02112-0014,9931 64 Ave,Rego Park,11374
2179,1-01319-7501,240 East 46 Street,New York,10017
2180,4051900014,42-66 Phlox Place,Flushing,11355
2181,1-01873-0052,240 West 102nd Street,New York,10025
2182,4-00047-7501,10-55 47th Ave,LIC,11101
2183,4-00583-0011,34-43 Crescent Street,Long Island City,11106
2184,2-03319-0029,1 East 198th Street,Bronx,10468
2185,2-03318-0110,2830 Morris Avenue,Bronx,10468
2186,1-01952-0051,321 Saint Nicholas Avenue,New York,10027
2187,1-01717-0033,1468 5th Avenue,New York,10026
2188,1-02087-0078,626 Riverside Drive,New York,10031
2189,2-02638-0001,890 Trinity Avenue,Bronx,10456
2190,1014470013,325 East 72nd St,New York,10021
2191,1-02222-0025,130 Post Avenue,New York,10034
2192,3011690024,20 Plaza Street,Brooklyn,11238
2193,1015250009,215 East 79th Street,New York,10075
2194,1012740057,24 Central Park South,New York,10019
2195,1-00928-7502,310/312 East 23rd Street,New York,10011
2196,1-01446-0008,311 East 71st Street,New York,10021
2197,1-01946-7501,310 West 120th Street,New York,10027
2198,1012197501,100 West 89th Street,New York,10024
2199,1016237501,1787 Madison Avenue,New York,10035
2200,1017460021,1831 Madison Avenue,New York,10029
2201,1019457504,301 West 118th Street,New York,10027
2202,1014290005,207 East 74th Street,New York,10021
2203,1014110023,155 East 76th Street,New York,10021
2204,1005897501,2 Cornelia Street,New York,10014
2205,1-00890-7501,155 East 34th Street,New York,10016
2206,1-02002-0050,602 West 137th Street,New York,10031
2207,1-02096-0034,600 West 150th Street,New York,10031
2208,4-09711-0032,13921 85 DR,QUEENS,11435
2209,2-03130-0020,1001-1005 E. Tremont Ave.,Bronx,10460
2210,1-02180-0169,100 Bennett Avenue,New York,10033
2211,4-03321-0063,8319 116 St.,Queens,11418
2212,1-02134-0095,601 West 156th Street,New York,10032
2213,4-03321-0069,8315 116 St.,Queens,11418
2214,4-01450-0032,3458 90 ST,QUEENS,11372
2215,1011280029,151 Central Park West,New York,10023
2216,2-03130-0020,999 East Tremont Avenue,Bronx,10460
2217,1-01247-0001,"131 Riverside Drive, 357 West 85th St",New York,10024
2218,1-01413-0050,156 East 79th St.,New York,10075
2219,4-11434-0025,"89-35 155th Avenue & 89-40 151st Ave., 89-48 151 Avenue",Queens,11414
2220,4-03075-0034,61-41 Saunders Street,Queens,11374
2221,1-01199-0040,10-12 West 86th St.,New York,10024
2222,2-03136-0001,1001-1005 East 178th Street,Bronx,10460
2223,1-02115-0005,550 West 157th Street,New York,10032
2224,2-03249-0065,2754 Claflin Ave,Bronx,10468
2225,1-01224-0038,110 West 94th Street,New York,10025
2226,101366-0001,405 East 54th Street,New York,10022
2227,1014590022,429 E 64th; 430 E 65th,New York,10065
2228,1014590001,"401,403,409 E 64th; 402,404, 408 E 65th;",New York,10065
2229,1014590010,"411,415,417,419,421,423 E64th",New York,10065
2230,2-03130-0020,990-1000 178th Street,Bronx,10460
2231,2-03131-0020,998 East 179th Street,Bronx,10460
2232,3-05376-0068,495 East 7th Street,Brooklyn,11218
2233,3-07822-0045,2020 East 41st Street,Brooklyn,11234
2234,1-02137-0110,601 West 163rd Street,New York,10032
2235,1-02180-0039,590 Ft Washington Avenue,New York,10033
2236,1014600017,435 East 65th St,New York,10065
2237,2-03398-0097,4295 Webster Ave,Bronx,10470
2238,3-01179-0096,41 Eastern Pkwy,Brooklyn,11238
2239,2-03398-0087,4315 Webster Ave,Bronx,10470
2240,2-03368-0010,4320 Van Cortlandt Park E,Bronx,10470
2241,2-03255-0065,3363 Sedgwick Avenue,Bronx,10463
2242,2-03258-0013,3311 Giles Place,New York,10463
2243,2-03344-0086,3520 Tryon Avenue,New York,10467
2244,2-03353-0033,3176 Decatur Ave,Bronx,10486
2245,1-02243-0317,70 Park Terrace East,New York,10034
2246,1-00735-0006,455 West 37th Street,New York,10018
2247,1-00775-0044,200 West 26th Street,New York,10001
2248,1-00775-0046,220 West 26th Street,New York,10001
2249,1-02137-0168,130 Fort Washington Avenue,New York,10032
2250,4-00021-0070,4720 Center Blvd,Long Island City,11109
2251,3-02058-7501,365 Bridge Street,Brooklyn,11201
2252,3-00244-7502,177 Montague Street,Brooklyn,11201
2253,1-02142-0109,630 West 173rd Street,New York,10032
2254,1-02142-0237,700 West 175th Street,New York,10033
2255,1-01231-0007,233 West 83rd Street,New York,10024
2256,1-01183-0037,310 West 72nd Street,New York,10023
2257,1-01125-0009,37 West 72nd Street,New York,10023
2258,1-02180-0350,620-630 Fort Washington,New York,10040
2259,1-01522-0020,155 East 93 Street,New York,10128
2260,1-01274-7502,57 W 58 Street,New York,10019
2261,1-00137-0005,80 Warren St; 76 Warren St.,New York City,10007
2262,1000210006,71 Broadway,New York,10006
2263,1-00585-0001,72 Barrow Street,New York,10014
2264,1-01244-0012,401 West End Avenue,New york,10024
2265,2-04317-0015,2166 Park East,New York,10462
2266,1021720060,60 Nagle Avenue,New York,10040
2267,1-02144-0053,601 West 176th Street,New York,10033
2268,1-02163-0032,660 West 180th Street,New York,10033
2269,1-01169-0008,233 West 77 Street,New York,10024
2270,1-02222-0001,189-199 Sherman Avenue,New York,10034
2271,3052850001,50 ocean parkway,Brooklyn,11218
2272,4005440019,23-30 Newtown Ave,Astoria,11102
2273,1020950033,3609 Broadway,New York,10031
2274,4-15771-0011,"530 Briar Place,",Queens,11691
2275,4051370011,42-55 Colden Street,Flushing,11355
2276,1-01007-0001,"841 7 Avenue,",Manhattan,10019
2277,1021220001,505 W 162 Street,New York,10032
2278,1021220153,520 W 163 Street,New York,10032
2279,4-05146-0036,137-60 45 Avenue,Queens,11355
2280,4050240001,38-25 Parsons Blvd,Flushing,11354
2281,4014630001,89-10 35 Ave,Jackson Heights,11372
2282,4005797502,25-10 31 Ave,Astoria,11106
2283,4098300001,173-17 89 Ave,Jamaica,11432
2284,4-15753-0072,23-11 cornaga avenue,Queens,11691
2285,4006190006,32-05 Newtown Ave,Astoria,11102
2286,4-09693-0019,148-28 88 avenue,queens,11435
2287,4-01511-0001,40-45 elbertson street,queens,11373
2288,4-09692-0072,147-25 88 Avenue,Queens,11435
2289,4-01510-0020,89-25 elmhurst avenue,queens,11373
2290,3050550082,49 CLARKSON AVENUE,Brooklyn,11226
2291,3054910001,5609 15th Ave,Brooklyn,11219
2292,3014260040,740 EMPIRE BLVD,Brooklyn,11213
2293,4096800018,8904 148TH STREET,Queens,11435
2294,3012500053:3012500060,1045 St Johns Pl,Brooklyn,11213
2295,3046520069,277 ROCKAWAY PKWY,Brooklyn,11212
2296,3075480029,1245 Ocean Ave,Brooklyn,11225
2297,3012960039,280 CROWN ST,Brooklyn,11225
2298,4108210060,91-32/34 195th Street,Queens,11423
2299,3014190062,947 MONTGOMERY ST,Brooklyn,11213
2300,3014250006,1004 Montgomery Street,Brooklyn,11213
2301,3012640023,1010 LINCOLN PLACE,Brooklyn,11213
2302,3013920023,1245 EASTERN PARKWAY,Brooklyn,11213
2303,3013040129,332 ROGERS AVE,Brooklyn,11225
2304,3013150027,320 EMPIRE BLVD,Brooklyn,11225
2305,1020800005,557 W 148 Street,New York,10031
2306,3038860001,200 Highland Blvd,Brooklyn,11207
2307,3038860005,220 Highland Blvd,Brooklyn,11207
2308,3011730001,203 Underhill Ave,Brooklyn,11238
2309,4108910021,104-25 195 Street,Hollis,11412
2310,3066120063,1685 East 5th Street,Brooklyn,11230
2311,4067120032,150-10 79th. ave,Flushing,11367
2312,1-02222-0007,201-211 Sherman Avenue,New York,10034
2313,2-03179-0052,2075 Walton Avenue,Bronx,10453
2314,2-03209-0009,54 Evelyn Place,Bronx,10468
2315,2-02987-0025,950 Jennings Street,Bronx,10460
2316,2-03070-0030,2111 Hughes Avenue,Bronx,10457
2317,2-03098-0001,2130 Crotona Avenue,Bronx,10457
2318,1-02222-0017,221 Sherman Avenue,New York,10034
2319,2-03291-0024,321 East 198th Street,Bronx,10458
2320,2-03291-0016,323 East 198th Street,Bronx,10458
2321,2-03291-0008,325 East 198th Street,Bronx,10458
2322,2-03293-0135,240 East 194th Street,Bronx,10458
2323,2-03031-0021,2350 Webster Avenue,Bronx,10460
2324,4-01552-0001,40-51 denman street,queens,11373
2325,4-01553-0001,41-11 elbertson street,queens,11373
2326,4-01476-0001,88-02 37 avenue,queens,11372
2327,2-05785-0284,3235 Cambridge Avenue,Bronx,10463
2328,3019250001,227-241 Taaffe Pl,Brooklyn,11205
2329,3019240036,232 Taaffe Pl,Brooklyn,11205
2330,3011490018,475 St Marks Ave aka 880 Bergen St,Brooklyn,11238
2331,1-01089-7502,606/610/620 W 42nd st,New York,10036
2332,3054230014,140 LAWRENCE AVE,BROOKLYN,11230
2333,2023380003,225 East 149th Street,Bronx,10451
2334,3034460001,725 EVERGREEN AVE,BROOKLYN,11207
2335,2027630227,750 Faile Street,Bronx,10474
2336,4-01290-0001,37-06 80 Street,Queens,11372
2337,4-03321-0061,83-31 116th street,Queens,11418
2338,4-09693-0042,148-45 89th Avenue,Queens,11435
2339,4-15771-0064,439 Beach 22nd Street,Queens,11691
2340,4-09753-0015,90-05 153rd Street,Queens,11432
2341,4-02974-0060,62-29 84th Street,Queens,11379
2342,4-01907-0001,55-30 98 Place,Queens,11368
2343,4-01945-0001,99-04 57th Avenue,Queens,11368
2344,4-02974-0085,62-42 Woodhaven Blvd.,Queens,11374
2345,4-09823-0009,169-04 88th Avenue,Queens,11432
2346,4-01908-0001,55-25 98 Place,Queens,11368
2347,3-06681-0440,1850 Ocean Pkwy,Brooklyn,11223
2348,4-05021-0025,40-04 Bowne St,Queens,11354
2349,4-03322-0014,118-40 Metropolitan Ave,Queens,11415
2350,1022200043,10-20 Post Avenue,New York,10034
2351,1020720030,1626 Amsetrdam Avenue,New York,10026
2352,2031250001,2105 Daly Avenue,Bronx,10459
2353,1015950001,20-30 Lenox Avenue,New York,10026
2354,3018610020,1330 Fulton Street,Brooklyn,11216
2355,1009340015,332 East 29th Street,New York,10016
2356,1016130006,1600 Madison Avenue,New York,10029
2357,1016720001,1952 Second Avenue,New York,10029
2358,1018430020,152-164 Manhattan Avenue,New York,10025
2359,1018630029,980 Columbus Avenue,New York,10025
2360,2039377501,2000 East Tremont Ave,Bronx,10462
2361,2039297501,2000 East Tremont Ave,Bronx,10462
2362,2039387501,2000 East Tremont Ave,Bronx,10462
2363,2039437501,2000 East Tremont Ave,Bronx,10462
2364,1-01878-0012,225 West 106 Street,New York,10025
2365,4-05043-7501,136-05 Sanford Avenue,Flushing,11355
2366,4-05053-0011,147-25 Sanford Ave,Flushing,11355
2367,1-01387-0056,28 East 73rd Street,New York,10021
2368,2-03271-0210,180 Van Cortlandt South,Bronx,10463
2369,1012240029,100 West 94th Street / 101 West 93rd Street / 680 Columbus Avenue,New York,10025
2370,1-00140-7501,303 Greenwich Street / 147-149 Reade Street,New York,10007
2371,1021800614;1021800628,720-730 Ft. Washington Ave.,New York,10040
2372,3086880084,3108 Brighton 5th Street,brooklyn,11235
2373,1-00065-0010,11 Maiden Lane,New York,10038
2374,4-01450-0039,3459 89 ST,QUEENS,11372
2375,4-00576-7501,30-06 28th St,Queens,11105
2376,1-02139-0214,70 Haven Avenue,New York,10032
2377,1-00011-0014,26 Beaver Street,New York,10004
2378,1-00816-0059,30 West 15th Street,New York,10011
2379,4-00141-0015,43-15/43-33 46 St,Queens,11104
2380,1015890019,25 East End Ave,New York,10028
2381,1-02011-0038,106/114 West 143rd Street,New York,10030
2382,4-05012-0021,36-11 Bowne Street,Flushing,11361
2383,2033240123,3464 Knox Place,Bronx,10467
2384,1-01508-0001,903 Park Avenue,New York,10075
2385,4-09665-0001,8335 139 ST,QUEENS,11435
2386,3-07475-0001,3901 NOSTRAND AVE,BROOKLYN,11235
2387,2-04599-0017,3260 Cruger Ave,Bronx,10467
2388,1-00501-0020,115-121 Wooster Street,New York,10012
2389,4015570023,4230 Hampton St.,Elmhurst,11373
2390,2-02504-0075,990 Anderson Avenue,Bronx,10452
2391,2-05814-1195,6141 Broadway,Bronx,10471
2392,2-03156-0039,2050 Anthony Avenue,Bronx,10457
2393,2-03295-0070,2771 Bainbridge Avenue,Bronx,10458
2394,2-03296-0050,2869 Bainbridge Avenue,Bronx,10458
2395,2-03284-0057,2870 Marion Avenue,Bronx,10458
2396,1009050006,215 E 24th St,New York,10010
2397,1-02179-0185,106 Pinehurst Ave.,New York,10033
2398,1012317501,225 West 83rd St,New York,10024
2399,1014970034,1020 Park Avenue,New York,10028
2400,1014910037,910 Park Ave,New York,10075
