ID,Address,City,State,Zip Code,Census Tract,BBL
395,307 Sterling Street,Brooklyn,NY,11225,36047032900,3013160001
396,853 Empire Blvd.,Brooklyn,NY,11213,36047035500,3014240063
397,660 Empire Boulevard,Brooklyn,NY,11213,36047033100,3-01326-0035
398,540 East 22 Street,Brooklyn,NY,11226,36047051601,3-05207-0030
399,1165 Shakespeare Avenue,Bronx,NY,10452,36005019900,2-02510-0087
400,1224 Walton Avenue,Bronx,NY,10452,36005019700,2-02465-0010
401,1420 Crotona Park East,Bronx,NY,10460,36005015300,2-02938-0009
402,1345 Rogers Avenue,Brooklyn,NY,11210,36047078801,3-05229-0017
403,3100 Webster Avenue,Bronx,NY,10467,36005042500,2-03330-0068
404,24 West 30th Street,Manhattan,NY,10001,36061007600,1-00831-7501
405,25-40 Shore Blvd,Astoria,NY,11102,36081009100,4-00905-7501
406,1055 Esplanade Avenue,Bronx,NY,10461,36005024800,2043290012
407,1245 Grandview Place,Bronx,NY,10452,36005019700,2-02465-0038
408,1245 Grandview Place,Bronx,NY,10452,36005019700,2-02465-0038
409,535 West 163 Street,New York,NY,10032,36061024500,1021220127
410,8801 Shore Road,Brooklyn,NY,11209,36047005000,3-06058-0001
411,117 East 24 Street,Manhattan,NY,10010,36061006800,1-00880-7501
412,655 Sixth Avenue,New York,NY,10010,36061008700,1-00796-7504
413,187-35 Hillside Avenue,Jamaica,NY,11432,36081047200,4-09960-0005
414,456 West 19 Street,Manhattan,NY,10011,36061008900,1-00716-7505
415,520 West 19 Street,Manhattan,NY,10011,36061009901,1-00690-7501
416,2385 Grand Avenue,Bronx,NY,10468,36005025300,2-03212-0088
417,2198 Cruger Avenue,Bronx,NY,10462,36005022403,2-04319-0025
418,2180 Bronx Park East,Bronx,NY,10462,36005022401,2-04317-0019
419,2197-99 Cruger Ave,Bronx,NY,10462,36005022403,2-04318-0030
420,2141 Holland Avenue,Bronx,NY,10462,36005022403,2-04319-0050
421,255 McKibbin Street,Brooklyn,NY,11206,36047048500,3030820065
422,600 Burke Ave,Bronx,NY,10467,36005033602,2-04543-0021
423,3472 Knox Place,Bronx,NY,10467,36005042100,2-03324-0130
424,600 Burke Ave,Bronx,NY,10467,36005033602,2-04543-0021
425,3472 Knox Place,Bronx,NY,10467,36005042100,2-03324-0130
426,2766 university avenue,Bronx,NY,10468,36005026702,2-03249-0006
427,2065 Morris Avenue,Bronx,NY,10453,36005024100,2-03178-0055
428,86 West 12th Street,New York,NY,10011,36061006300,1005750011
429,1067 Madison Avenue,New York,NY,10028,36061014200,1014920049
430,90 John Street,New York,NY,10038,36061001502,1000697502
431,95 West 162nd Street,Bronx,NY,10452,36005018900,2025110077
432,2861 Bainbridge Ave.,Bronx,NY,10458,36005040702,2032960055
433,26 Bedford Park Blvd.,Bronx,NY,10468,36005040701,2033200013
434,801 West End Avenue,New York,NY,10025,36061018700,1018880067
435,301 East 73rd Street,New York,NY,10021,36061012601,1-01448-0001
436,1470 First Avenue,New York,NY,10075,36061013203,1-01471-0003
437,1610 Sedgwick Avenue,Bronx,NY,10453,36005020501,2-02880-0091
438,1600 Sedwick Avenue,Bronx,NY,10453,0,2-02880-0029
439,38-11 108th Street,Corona,NY,11368,36081040102,4-01779-7501
440,40-40 75th Street,Elmhurst,NY,11373,36081026700,4-01485-7501
441,69-05 35th Avenue,Jackson Heights,NY,11377,36081029100,4-01256-0035
442,170 West 74th Street,New York,NY,10023,36061015700,1-01145-0061
443,97 Sherman Ave,New York,NY,10034,36061028500,1-02220-0005
444,2151 Grand Concourse,Bronx,NY,10453,36005023704,2-03162-0045
445,60 Henry Street,New York,NY,10002,36061000800,1-00277-7501
446,148 Madison Street,New York,NY,10002,36061000800,1-00274-7502
447,132 Mulberry Street,New York,NY,10013,36061004100,1-00237-7501
448,144-35 Sanford Avenue,Flushing,NY,11355,36081086300,4-05051-0020
449,140-20 Sanford Avenue,Flushing,NY,11355,36081085700,4-05180-0022
450,7200 Ridge Boulevard,Brooklyn,NY,11209,36047003600,3-05906-0018
451,31-74 29th Street,Long Island City,NY,11106,36081007500,4-00579-0087
452,31-62 29th Street,Long Island City,NY,11106,36081007500,4-00579-0082
453,32-16 33rd   AVENUE,Astoria,NY,11106,36081005900,4-00566-0001
454,346 Coney Island Avenue,Brooklyn,NY,11218,36047050401,3-05322-7501
455,227 Ocean Parkway,Brooklyn,NY,11218,36047049400,3-05339-0061
456,405 7 ave,Brooklyn,NY,11215,36047014901,3-01098-0001
457,205 Ocean Parkway,Brooklyn,NY,11218,36047049400,3-05339-0001
458,113 Prospect Park,Brooklyn,NY,11218,36047017100,3-05258-7501
459,1602 Avenue I,Brooklyn,NY,11230,36047053200,3-06709-0001
460,1801 Ocean Avenue,Brooklyn,NY,11230,36047075800,3-07656-0042
461,20 West 84th Street,New York,NY,10024,36061016900,1-01197-7501
462,2310 Ocean Parkway,Brooklyn,NY,11223,36047039000,3-07181-0001
463,2600 East 21 Street,Brooklyn,NY,11235,36047059404,3-07441-0231
464,3178 Nostrand Avenue,Brooklyn,NY,11229,36047056400,3-06835-0012
465,48-21 5th Street,Long Island City,NY,11101,36081000701,4-00031-7501
466,57 Front Street,Brooklyn,NY,11201,36047002100,3-00036-7503
467,85 Adams Street,Brooklyn,NY,11201,36047002100,3-00052-7501
468,94-11 Shore Road,Brooklyn,NY,11209,36047004600,3-06111-0001
469,225-27 E. Mosholu Pkwy,Bronx,NY,10467,36005041900,2-03335-0050
470,2105 Burr Ave.,Bronx,NY,10461,36005030000,2-04252-0025
471,2446 University Avenue,Bronx,NY,10469,36005026300,2-03213-0018
472,3120 Buhre Avenue,Bronx,NY,10461,36005026602,2-04177-0007
473,2900 St. Theresa Avenue,Bronx,NY,10461,0,2-04194-0025
474,1820 Loring Place,Bronx,NY,10453,36005024501,2-02879-0053
475,2320 Grand Concourse,Bronx,NY,10458,36005038301,2-03159-0007
476,4250 Van Cortlandt Park E,Bronx,NY,10470,36005044901,2-03363-0001
477,2704 Wallace Avenue,Bronx,NY,10467,36005034000,2-04512-0001
478,2707 Barnes Avenue,Bronx,NY,10467,36005034000,2-04512-0060
479,11 Riverside Drive,New York,NY,10023,0,1-01184-0031
480,996 Aldus St.,Bronx,NY,10459,36005011900,0
481,83-33 Austin Street,Queens,NY,11415,36081013800,4-03355-0144
482,330 West 55th Street,New York,NY,10019,36061013900,1010450050
483,118-11 84th Street,Queens,NY,11415,36081013400,4-03322-0135
484,36-05 29th Street,Astoria,NY,11106,36081005100,4003420018
485,86-22 Dongan Avenue,Elmhurst,NY,11373,36081047100,4015810014
486,1855 7TH AVENUE,New York,NY,10026,36061021600,1018230001
487,2304 Sedgewick Avenue,Bronx,NY,10468,36005025500,2-03225-0156
488,1694-1698 Selwyn Avenue,Bronx,NY,10457,36005022703,2-02824-0038
489,3021 Holland Avenue,Bronx,NY,10467,36005033802,2-04569-0043
490,29-45 Sickles Street,New York,NY,10040,0,1-02174-0154
491,1860 east 12 street,Brooklyn,NY,11229,36047055600,3068170030
492,1679 East 3 st,Brooklyn,NY,11230,36047043800,3066100055
493,2991 BRIGHTON 13 St,Brooklyn,NY,11235,36047061004,3087140020
494,2453 64 st,Brooklyn,NY,11204,36047043600,3065610030
495,59 KENT ST,BROOKLYN,NY,11222,36047056500,0
496,110 Mount Hope Place,Bronx,NY,10453,36005023301,0
497,188 Ludlow St,New York,NY,10002,36061003001,1-00412-0053
498,99-11 59th Ave,Corona,NY,11368,36081043702,4-01946-0001
499,637 41st Street,Brooklyn,NY,11232,36047008800,3-00918-0052
500,405 EAST 56 STREET,New York,NY,10022,36061010601,1013680005
501,166 3 AVENUE,New York,NY,10003,36061005000,1008720035
502,1571 2 AVENUE,New York,NY,10028,36061013800,1015270028
503,20 5 Avenue,New York,NY,10011,36061006300,1005720038
504,80 Cranberry Street,Brooklyn,NY,11201,36047000100,3002210020
505,217 EAST 88 STREET,New York,NY,10128,36061014602,1015340012
506,20 Beekman Place,New York,NY,10022,36061008603,1013620012
507,25 West 68 STREET,New York,NY,10023,36061015301,1011210017
508,157 EAST 57 STREET,New York,NY,10022,36061011203,1013120033
509,892 AMSTERDAM AVENUE,New York,NY,10025,36061019100,1018750036
510,165 EAST 35 STREET,New York,NY,10016,36061008000,1008910039
511,910 7 AVENUE,New York,NY,10019,36061013700,1010290036
512,166 WEST 72 STREET,New York,NY,10023,36061015700,1011430060
513,137 EAST 38 STREET,New York,NY,10016,36061008000,1008940032
514,92 5 AVENUE,New York,NY,10011,36061005400,1008160042
515,139 WEST 55 STREET,New York,NY,10019,36061013700,1010080008
516,160 WEST 73 STREET,New York,NY,10023,36061015700,1011440056
517,120 WEST 86 STREET,New York,NY,10024,36061016900,1012160140
518,140 EAST 46 STREET,New York,NY,10017,36061009200,1013000050
519,235 WEST 22 STREET,New York,NY,10011,36061009100,1007720018
520,1700 1 AVENUE,New York,NY,10128,36061015200,1015680001
521,219 EAST 69 STREET,New York,NY,10021,36061012602,1014240010
522,130 Post Avenue,New York,NY,10034,36061029300,1-02222-0025
523,602 West 137th Street,New York,NY,10031,36061022301,1-02002-0050
524,600 West 150 Street,New York,NY,10031,36061023300,1-02096-0034
525,601 West 156th Street,New York,NY,10032,36061024100,1-02134-0095
526,550 West 157th Street,New York,NY,10032,36061024100,1-02115-0005
527,601 West 163rd Street,New York,NY,10032,36061024500,1-02137-0110
528,130 Fort Washington Avenue,New York,NY,10032,36061024500,1-02137-0168
529,630 West 173rd Street,New York,NY,10032,36061025300,1-02142-0109
530,700 West 175 Street,New York,NY,10033,36061026300,1-02142-0237
531,601 West 176 St,New York,NY,10033,36061026300,1-02144-0053
532,660 West 180 Street,New York,NY,10033,36061026300,1-02163-0032
533,189-199 Sherman Avenue,New York,NY,10034,36061029300,1-02222-0001
534,201-211 Sherman Avenue,New York,NY,10034,36061029300,1-02222-0007
535,221 Sherman Avenue,New York,NY,10034,36061029300,1-02222-0017
536,c/o SDG Management Corp.,New York,NY,10106,0,1-02137-0046
537,111 Hicks Street,Brooklyn,NY,11201,36047000501,3-00231-0019
538,539 West 163rd Street,New York,NY,10032,36061024500,0
539,2704 Kingsbridge Terrace,Bronx,NY,10463,36005027300,0
540,61 Chrystie St,Queens,NY,11354,0,1003030025
541,244 East 86th Street,New York,NY,10028,36061014601,1015310028
542,309 2 Street,Brooklyn,NY,11215,36047013500,0
543,2385 Barker Avenue,Bronx,NY,10467,36005033201,2043407502
544,30 Third Avenue,Brooklyn,NY,11217,36047003900,3-00179-7503
545,250 N 10th St,Brooklyn,NY,11211,36047051900,3023070001
546,198-39 32nd Avenue,Little Neck,NY,11363,0,4-06021-0029
547,144-12 34th Avenue,Flushing,NY,11354,36081115900,0
548,309 2 Street,Brooklyn,NY,11215,36047013500,3009697503
549,530 West 45th Street,New York,NY,10036,36061012901,1-01073-7502
550,1055 Esplanade Avenue,Bronx,NY,10461,36005024800,2043290012
551,100 Atlantic Avenue,Brooklyn,NY,11201,36047004900,3002850017
552,66 West 38th Street,New York,NY,10018,36061008400,1008397502
553,400 West 55th Street,New York,NY,10019,36061013900,1010640036
554,550 West 45th Street,New York,NY,10036,36061012901,1-01073-7501
555,510 West 45th Street,New York,NY,10036,36061012901,1-01073-7503
556,250 Ashland Place,Brooklyn,NY,11217,36047003300,2001070024
557,530 Second Avenue,New York,NY,10016,36061007001,1009350005
558,315 East 21st Street,New York,NY,10010,36061006400,1009270009
559,1001-1005 E. Tremont Ave.,Bronx,NY,10460,36005036100,2-03130-0020
560,999 East Tremont Avenue,Bronx,NY,10460,36005036100,2-03130-0020
561,1001-1005 East 178th Street,Bronx,NY,10460,36005036100,2-03136-0001
562,990-1000 178th Street,Bronx,NY,10460,36005036100,2-03130-0020
563,950 Jennings Street,Bronx,NY,10460,36005012300,2-02987-0025
564,2111 Hughes Avenue,Bronx,NY,10457,36005037300,2-03070-0030
565,2075 Walton Avenue,Bronx,NY,10453,36005024100,2-03179-0052
566,54 Evelyn Place,Bronx,NY,10468,36005025300,2-03209-0009
567,2130 Crotona Avenue,Bronx,NY,10457,36005037100,2-03098-0001
568,321 East 198th Street,Bronx,NY,10458,36005040702,2-03291-0024
569,323 East 198th Street,Bronx,NY,10458,36005040702,2-03291-0016
570,325 East 198th Street,Bronx,NY,10458,36005040702,2-03291-0008
571,240 East 194th Street,Bronx,NY,10458,36005039901,2-03293-0135
572,21 West Mosholu Pkwy North,Bronx,NY,10467,36005042100,2-03324-0030
573,1 West Farms Square Plaza,Bronx,NY,10460,0,2-03130-0020;2-03131-0020;2-03136-0001
574,2350 Webster Avenue,Bronx,NY,10460,0,2-03031-0021
575,2323 Walton Avenue,Bronx,NY,10468,36005023900,2-03187-0047
576,999 East 178th Street,Bronx,NY,10460,36005036100,2-03131-0020
577,1000 - 1010 East 179th Street (Building 7&8),Bronx,NY,10460,0,2-03136-0001
578,2690-2694-2698 Briggs Avenue,Bronx,NY,10458,0,2-03294-0030
579,100 East 182nd Street,Bronx,NY,10453,36005023704,2-03170-0027
580,38 West 182nd Street,Bronx,NY,10453,36005025100,2-03195-0016
581,2385 Valentine Avenue,Bronx,NY,10458,36005023702,2-03152-0029
582,56-58 West 180th Street,Bronx,NY,10453,36005025100,2-03206-0022
583,2085 Walton Ave,Bronx,NY,10453,36005024100,2-03179-0047
584,2314 Morris Ave,Bronx,NY,10468,36005023703,2-03172-0008
585,2333 Grand Ave,Bronx,NY,10468,36005025300,2-03209-0045
586,2240 Walton Ave,Bronx,NY,10453,36005023900,2-03182-0004
587,1830 Amethyst Street,Bronx,NY,10462,36005023600,2-04048-0014
588,2600 Briggs Ave,Bronx,NY,10458,36005039901,2-03293-0039
589,2285 Davidson Ave,Bronx,NY,10468,36005025300,2-03197-0009
590,2295 Andrews Ave,Bronx,NY,10468,36005025500,2-03225-0022
591,2432 University Ave,Bronx,NY,10468,36005026300,2-03213-0014
592,2356 Walton Avenue,Bronx,NY,10468,36005023900,2-03183-0037
593,2270 Walton Ave,Bronx,NY,10453,36005023900,2-03182-0019
594,2380 Ryer Ave,Bronx,NY,10458,36005023702,2-03152-0003
595,814 East 181st Street,Bronx,NY,10460,36005036501,2-03111-0009
596,240 West 73rd Street,New York,NY,10017,36061015900,1-01164-0047
597,464-466 Amsterdam & 200-210 West 83rd,New York,NY,10024,0,1-01230-0133
598,173 East 90th Street,New York,NY,10128,36061014802,1-01519-0032
599,182-188 Columbus Avenue,New York,NY,10023,36061015302,1-01140-0032
600,181-199 Columbus Avenue,New York,NY,10021,36061015301,1-01121-0063
601,118-122 West 23rd Street,New York,NY,10011,36061009100,1-00798-0054
602,35-39 West 33rd Street,New York,NY,10001,36061007600,1-00835-0015
603,486 Brooklyn Avenue,Brooklyn,NY,11225,36047032900,3-01322-0032
604,901 Washington Avenue,Brooklyn,NY,11225,36047021300,3-01189-0001
605,350 Sterling Street,Brooklyn,NY,11225,36047032900,3-01321-0021
606,645 Ocean Avenue,Brooklyn,NY,11226,36047051001,3-05124-0001
607,60 E 12th Street,New York,NY,10003,36061006100,1-00557-0017
608,698 West End Avenue,New York,NY,10025,36061017900,1-01241-0061
609,251 Ft Washington Avenue,Brooklyn,NY,10032,36061025500,1-02139-0181
610,2333 Broadway,New York,NY,10024,36061017100,1-01232-0055
611,772 Greenwich Street,New York,NY,10014,36061007900,1-00635-0026
612,949 West End Avenue,New York,NY,10025,36061019500,1-01892-0016
613,3105 Broadway,New York,NY,10027,36061021100,1-01993-0015
614,700 Ocean Avenue,Brooklyn,NY,11226,36047051001,3-05123-0025
615,855 Ocean Avenue,Brooklyn,NY,11226,36047051602,3-05163-0041
616,142 EAST 27th   STREET,New York,NY,10016,36061006800,1-00882-0056
617,151 WEST 74th   STREET,New York,NY,10023,36061016100,1-01146-0008
618,2659 BROADWAY,New York,NY,10025,36061018700,1-01873-0010
619,189 CLAREMONT AVENUE,New York,NY,10027,36061021100,1-01994-0066
620,921 WEST END AVENUE,New York,NY,10025,36061019100,1-01891-0054
621,59 KENT ST,BROOKLYN,NY,11222,36047056500,3-02549-0036
622,405 EAST 56 STREET,New York,NY,10022,36061010601,1013680005
623,166 3 AVENUE,New York,NY,10003,36061005000,1008720035
624,1280 East 12th Street,Brooklyn,NY,11230,36047076800,3-06731-0039
625,1571 2 AVENUE,New York,NY,10028,36061013800,1015270028
626,20 5 Avenue,New York,NY,10011,36061006300,1005720038
627,80 Cranberry Street,Brooklyn,NY,11201,36047000100,3002210020
628,217 EAST 88 STREET,New York,NY,10128,36061014602,1015340012
629,20 Beekman Place,New York,NY,10022,36061008603,1013620012
630,25 West 68 STREET,New York,NY,10023,36061015301,1011210017
631,157 EAST 57 STREET,New York,NY,10022,36061011203,1013120033
632,892 AMSTERDAM AVENUE,New York,NY,10025,36061019100,1018750036
633,165 EAST 35 STREET,New York,NY,10016,36061008000,1008910039
634,910 7 AVENUE,New York,NY,10019,36061013700,1010290036
635,166 WEST 72 STREET,New York,NY,10023,36061015700,1011430060
636,137 EAST 38 STREET,New York,NY,10016,36061008000,1008940032
637,92 5 AVENUE,New York,NY,10011,36061005400,1008160042
638,139 WEST 55 STREET,New York,NY,10019,36061013700,1010080008
639,160 WEST 73 STREET,New York,NY,10023,36061015700,1011440056
640,120 WEST 86 STREET,New York,NY,10024,36061016900,1012160140
641,140 EAST 46 STREET,New York,NY,10017,36061009200,1013000050
642,235 WEST 22 STREET,New York,NY,10011,36061009100,1007720018
643,1700 1 AVENUE,New York,NY,10128,36061015200,1015680001
644,219 EAST 69 STREET,New York,NY,10021,36061012602,1014240010
645,130 Avenue P,Brooklyn,NY,11204,36047042800,3-06622-0001
646,1465-1477 Townsend Ave,Bronx,NY,10452,36005022300,2028440021
647,1550 Townsend Ave,Bronx,NY,10452,36005020900,2028450020
648,2134 Homecrest Ave,Brooklyn,NY,11229,36047058200,3-07344-0020
649,162-168 West 87th Street,New York,NY,10024,36061017300,1012170057
650,114 East 168 Street,Bronx,NY,10452,36005019700,2-02465-0034
651,2150 Creston Avenue,Bronx,NY,10453,36005023704,2-03162-0001
652,2763 Morris Ave,Bronx,NY,10468,36005040303,2-03318-0060
653,37-43 88th Street,Jackson Heights,NY,11372,36081027701,4-01476-0052
654,2387 Ocean Avenue,Brooklyn,NY,11229,36047056000,3-07299-0071
655,2285 Ocean Avenue,Brooklyn,NY,11229,36047056000,3-06826-0077
656,1755 Ocean Parkway,Brooklyn,NY,11223,36047041800,3-06663-0023
657,1270 East 19th Street,Brooklyn,NY,11230,36047053800,3-06738-0024
658,2245 E. 19th Street,Brooklyn,NY,11229,36047059200,3-07380-0071
659,30 Dongan Pl,New York,NY,10040,36061028700,1-02175-0128
660,91 Fort Washington Avenue,New York,NY,10032,36061024700,1-02136-0190
661,105 Arden Street,New York,NY,10040,36061028700,1-02175-0033
662,1648 West 9th Street,Brooklyn,NY,11223,36047042800,3-06622-0026
663,2306 Ocean Ave,Brooklyn,NY,11229,36047056000,3-06825-0027
664,1675 West 9th St,Brooklyn,NY,11223,36047042600,0
665,70 Dahill Road,Brooklyn,NY,11218,36047049800,0
666,676 Riverside Drive,New York,NY,10031,36061022900,0
667,2081 Madison Avenue,New York,NY,10037,36061020600,1017560024
668,1212 University Ave,Bronx,NY,10452,36005019900,2025280011
669,1138 Washington Ave,Bronx,NY,10456,36005018501,2023710017
670,1825 Atlantic Ave,Brooklyn,NY,11233,36047029900,3017107501
671,211 Riverdale Avenue,Brooklyn,NY,11212,36047091600,3035890001
672,220 W 167th St,New York,NY,10452,36005019300,2025270055
673,240 West 167th Street,Bronx,NY,10452,36005019300,2025270050
674,561 East 187th Street,Bronx,NY,10458,36005038700,2-03056-0027
675,4600 9th Avenue,Brooklyn,NY,11220,36047009402,3-00760-0036
676,1314 Ocean Parkway,Brooklyn,NY,11230,36047044400,3-06568-0015
677,1545 Rhinelander Avenue,Bronx,NY,10461,36005029600,2-04222-0093
678,1365 WEST 7th   STREET,Brooklyn,NY,11204,36047043200,3-06578-0079
679,3031 BRIGHTON 14 STREET,Brooklyn,NY,11235,36047061004,3-08717-0096
680,202 WEST 40th   STREET,New York,NY,10018,36061011300,1-00789-0044
681,2105 FOSTER AVENUE,Brooklyn,NY,11210,36047051601,3-05221-0073
682,485 EAST 21st   STREET,Brooklyn,NY,11226,36047051602,3-05164-0037
683,21 Bennett Av.,New York,NY,10033,36061027100,1-02180-0096
684,2400 Seventh Avenue,New York,NY,10030,36061023000,1020260029
685,60 St. Nicholas Avenue,New York,NY,10026,36061021600,1018230018
686,210 West 147th Street,New York,NY,10039,36061023400,1020320043
687,2844 Eighth Avenue,New York,NY,10039,0,1020360061
688,2890 Eighth Avenue,New York,NY,10039,36061023600,1020390001
689,301 West 150th Street,New York,NY,10039,36061023502,1020460007
690,2855 Eighth Avenue,New York,NY,10039,36061023502,1020460063
691,970 Tinton Avenue,Bronx,NY,10456,36005013300,2026690009
692,981 Union Avenue,Bronx,NY,10459,36005013300,2026690047
693,445 East 171st Street,Bronx,NY,10457,36005016900,2029030003
694,2028 Washington Avenue,Bronx,NY,10457,36005039500,2030460003
695,1590 East 172nd Street,Bronx,NY,10472,36005005400,2037760044
